customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6270-NOBX,Female,1,No,No,39,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,97.95,3815.9,No
8760-QTOP,Male,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,48.91,3353.15,No
6554-LIFN,Male,0,Yes,No,67,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),37.13,2452.59,No
2261-SWAH,Male,0,No,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),57.39,1166.93,No
9633-IEFP,Female,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),98.39,1309.1,Yes
4441-MXEO,Male,0,Yes,Yes,67,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,88.95,5957.74,No
4379-FBWF,Female,0,No,Yes,7,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,58.55,411.68,No
3874-UEPD,Female,0,Yes,No,66,No,No phone service,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,112.51,7461.76,No
2743-YCOL,Female,0,Yes,Yes,45,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,59.33,2698.2,Yes
9029-NTDP,Female,0,Yes,No,28,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),53.5,1465.96,Yes
2746-NFBY,Female,0,No,No,11,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),32.79,353.99,No
5825-FTRL,Female,0,Yes,Yes,51,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),25.31,1246.0,No
2868-JIRM,Male,0,No,No,57,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,53.42,3032.64,No
4812-BLFD,Male,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),27.5,0.19,Yes
7960-SAGS,Male,0,Yes,Yes,0,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,64.74, ,Yes
3935-FAFX,Female,0,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,104.68,5654.09,Yes
7770-SZRA,Male,0,No,Yes,33,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),66.1,2193.89,No
2567-IFVM,Female,0,No,Yes,63,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,66.55,4143.21,Yes
5401-PCBN,Female,0,No,No,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),43.72,2912.32,No
9951-ACOO,Female,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,34.96,361.73,Yes
1316-GZCM,Male,0,Yes,Yes,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),40.59,1942.42,No
4178-OYBK,Female,0,Yes,Yes,20,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),75.33,1495.75,No
1176-BJSG,Female,0,No,No,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),77.73,710.61,No
4418-FNOF,Male,0,No,No,69,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,40.38,2796.77,No
5158-IMSH,Male,0,Yes,Yes,13,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,58.34,733.41,Yes
2853-ZOFS,Female,0,No,No,39,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,75.4,2970.56,No
5565-ZONH,Female,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,94.68,2781.95,No
1087-RHSB,Male,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),50.39,3583.4,No
7515-YKIB,Male,0,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,45.52,612.3,Yes
3560-LTXT,Male,0,Yes,No,51,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),91.66,4679.43,Yes
6325-DWTH,Female,0,Yes,No,16,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,69.89,1142.66,Yes
4684-EOWF,Male,0,No,No,61,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),104.35,6373.02,No
9081-FRCF,Male,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,39.46,854.7,Yes
2931-MHLU,Male,0,No,Yes,52,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,95.73,4961.83,No
1782-JYSN,Female,0,No,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.53,1117.38,No
1974-ENWN,Male,0,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,77.02,4149.21,No
8414-MUKF,Male,0,Yes,No,21,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),46.76,1020.46,Yes
8432-FRUJ,Male,0,No,No,37,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,28.41,1046.48,Yes
6831-GSPI,Male,0,No,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,80.23,3975.25,Yes
7121-AOXA,Male,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),69.18,4536.33,Yes
9284-RNJA,Female,0,Yes,No,44,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,67.09,2915.34,Yes
7859-XPLY,Female,0,No,No,7,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,77.8,540.2,No
7763-AFBR,Female,0,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),55.68,3520.76,Yes
1167-VWDS,Male,1,Yes,Yes,39,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,85.6,3312.37,Yes
3814-TBFF,Female,1,Yes,No,4,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,31.4,131.55,Yes
2273-LYJH,Female,0,Yes,No,44,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),90.1,3957.44,No
1533-IIRS,Female,1,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),76.52,3491.46,No
1566-SHFF,Male,0,No,No,35,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,67.14,2359.01,Yes
6709-GHGF,Male,0,Yes,Yes,16,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),31.08,517.93,No
1107-FHLC,Female,0,Yes,No,40,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,46.22,1854.49,Yes
1667-EZLU,Female,0,No,No,29,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,47.93,1341.17,No
6429-LBDT,Male,0,No,No,51,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,41.75,2097.89,Yes
4706-KJKZ,Male,1,No,No,19,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,114.15,2132.59,No
1547-HMSQ,Female,0,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,110.27,3835.36,No
5666-WZGT,Male,0,No,No,65,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),73.14,4714.01,No
4172-YYHG,Female,0,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),38.92,1684.72,No
3657-JHMF,Male,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,109.82,295.48,Yes
7991-EAZR,Female,0,No,No,49,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),93.57,4543.22,No
1436-LSXX,Female,0,No,No,54,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),22.15,1207.38,Yes
9820-UHDE,Male,0,Yes,Yes,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,67.57,3956.53,No
5414-YICF,Female,0,No,No,41,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),79.05,3282.5,No
1942-OYKY,Female,0,No,Yes,1,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),24.93,50.72,Yes
7435-KTTT,Female,0,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,23.26,1027.53,Yes
3193-BDEH,Male,1,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.83,108.74,Yes
9133-MGCP,Male,0,Yes,Yes,49,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,18.45,868.32,Yes
8533-JSLI,Male,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.96, ,No
3622-CAMF,Female,0,No,No,12,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,34.85,431.62,No
5394-UCSG,Male,0,Yes,No,69,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,109.7,7568.15,Yes
8342-KTZD,Female,1,No,No,21,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),95.26,1951.4,No
3169-FMOC,Female,0,No,No,16,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,63.52,966.75,Yes
4753-DPLH,Male,0,No,No,58,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,66.41,3863.57,Yes
7566-ENIP,Male,0,No,No,69,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),87.2,5967.44,No
6218-EVQU,Female,1,Yes,No,2,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),65.93,111.93,No
7531-IMDE,Female,0,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.67,1697.08,Yes
1416-TNDO,Male,0,No,No,48,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),92.49,4399.62,Yes
4744-AASS,Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,24.05,1156.92,No
3594-VXRI,Male,0,Yes,Yes,34,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,67.1,2243.09,No
6167-EIBG,Female,0,Yes,No,22,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,104.85,2294.14,No
3723-WDCL,Female,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),30.05,2130.26,Yes
4772-KLAK,Female,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,89.27,578.32,Yes
2541-IGXY,Female,0,Yes,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.91,1095.01,No
3286-DSUD,Female,0,No,No,9,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),118.05,1101.93,Yes
5907-HVBQ,Male,0,Yes,Yes,54,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,86.8,4724.93,No
8235-PSOU,Male,0,No,No,18,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),115.63,2072.56,Yes
3288-IOTE,Female,0,Yes,No,22,No,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),85.41,1915.28,No
7133-WXIE,Female,0,No,No,63,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),42.6,2657.01,Yes
3512-CQRH,Male,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,111.35,3517.2,Yes
5167-UZVK,Male,0,No,No,65,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),81.23,5327.75,No
9842-ZDSF,Male,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,76.13,649.15,No
1121-JYRP,Male,0,No,No,28,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,61.38,1676.59,No
9071-BNPU,Female,0,No,No,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),46.85,766.65,No
7262-SGGH,Male,0,No,No,70,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),71.52,4961.01,No
3787-SSRN,Female,0,No,No,28,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,55.04,1537.4,No
6804-DLTB,Male,0,No,No,60,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),104.08,6218.1,Yes
3718-KOWR,Male,0,No,No,4,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,No,Credit card (automatic),21.14,71.92,No
5748-NIBQ,Male,1,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,71.52,4832.07,No
6464-UQZZ,Female,0,Yes,No,55,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,102.32,5675.21,Yes
6886-XQQG,Female,0,No,No,51,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),21.02,1033.43,No
9871-FYKW,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),46.62,619.73,Yes
8163-WZPE,Female,0,No,No,19,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Mailed check,23.43,417.22,No
7627-ZFAX,Female,0,No,No,72,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,78.05,5581.93,No
9321-IMPE,Male,1,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),50.08,749.82,No
3757-LJGY,Male,0,No,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),114.7,2744.66,Yes
6224-XLCZ,Female,0,No,No,56,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,80.19,4454.34,Yes
7419-FRFF,Female,0,Yes,Yes,20,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,74.71,1532.09,Yes
4007-LAYD,Female,0,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,110.43,433.24,No
9737-FLXZ,Male,0,No,No,8,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),40.72,370.49,Yes
7647-FYJO,Male,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.76,788.2,Yes
3819-RNGS,Female,0,Yes,Yes,64,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,72.8,4664.25,Yes
5127-FUAC,Male,1,No,No,62,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),26.5,1658.91,Yes
3777-ZFHI,Male,0,Yes,No,25,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),111.92,2825.44,Yes
2428-JSSF,Female,0,Yes,Yes,18,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),88.62,1575.93,Yes
1187-ZATW,Female,1,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),107.5,1659.62,Yes
7840-MFWO,Male,0,No,Yes,55,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),117.0,6413.72,Yes
1651-ENMA,Male,0,No,Yes,67,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),66.46,4484.54,No
5297-KBSL,Female,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),99.02,2886.55,Yes
8050-GFCP,Male,0,No,No,6,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),76.29,432.36,Yes
5670-UBAW,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),116.45,1265.36,Yes
4794-TCBX,Female,0,No,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,43.1,1031.29,No
2382-SHHL,Female,0,Yes,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.64,378.0,No
4289-RTFE,Male,0,Yes,No,46,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,36.94,1659.1,Yes
3626-JOCC,Male,1,Yes,No,29,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),31.12,893.03,No
4640-MAWB,Male,0,Yes,No,59,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),62.16,3631.51,Yes
7879-AQEO,Female,0,No,No,38,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),26.03,1006.28,No
8960-VBKM,Male,0,No,Yes,19,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),40.38,816.34,Yes
5603-MDVX,Male,0,No,No,25,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,27.92,678.09,Yes
7848-BPNE,Female,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),67.17,3255.04,Yes
7404-JGWQ,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,45.06,3098.95,No
6799-AASK,Male,0,No,Yes,41,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,65.59,2720.83,Yes
4739-OFGI,Female,0,Yes,Yes,5,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Electronic check,27.18,135.48,No
7941-CONV,Female,0,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),70.2,3692.37,Yes
3402-HVDG,Male,0,No,Yes,33,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),31.32,1078.53,No
4247-ZNDA,Female,0,Yes,Yes,68,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,28.23,1922.33,No
5243-JWCN,Female,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Mailed check,49.41,489.45,Yes
5909-EGWD,Male,0,No,No,27,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),106.13,2912.56,Yes
7374-LIJD,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,97.5,158.26,Yes
4221-OFOP,Male,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,114.64,5387.46,Yes
7362-QLPN,Male,1,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),64.5,4197.59,No
1518-NWGZ,Female,0,Yes,No,34,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,49.65,1673.53,No
5112-TJFT,Female,0,No,No,51,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,115.83,5864.46,No
1737-INZC,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,56.62,3450.53,No
8755-KKDQ,Male,1,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.16,948.02,No
8231-ACPT,Female,0,Yes,Yes,46,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,100.67,4615.97,No
4093-FJWF,Male,0,Yes,No,53,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),35.26,1899.52,No
1674-FJRH,Female,0,Yes,No,27,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,90.4,2448.92,Yes
8295-JIYI,Female,0,Yes,No,22,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,19.77,473.71,No
2274-YPFH,Female,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),29.4,1009.55,No
5401-LNYK,Male,0,Yes,No,31,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),66.85,2109.07,No
4217-QMSI,Female,0,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.07,29.29,No
8350-SYAF,Female,0,No,Yes,15,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.56,1636.66,No
6880-JYRL,Male,0,No,Yes,15,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),93.61,1355.77,No
4692-MYEN,Male,1,Yes,No,50,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,51.23,2560.92,No
1679-IWOF,Female,0,Yes,Yes,66,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),78.3,5181.21,No
4241-QNXW,Female,0,Yes,No,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),90.16,4757.47,No
5361-CUAA,Female,0,No,Yes,19,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),94.17,1785.02,Yes
6552-HQKU,Male,1,No,No,32,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),58.02,1905.26,No
6127-PXIF,Male,1,Yes,Yes,7,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Mailed check,108.58,809.65,No
2497-MXIH,Male,0,Yes,No,23,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,112.9,2593.83,No
6263-YSTA,Male,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),37.92,1986.79,Yes
1532-SYHP,Female,0,No,No,63,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),109.83,6891.68,No
9743-CIVN,Male,1,Yes,No,57,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,89.87,5149.19,Yes
1817-JPUU,Male,0,No,No,36,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),107.51,3841.92,No
7726-XDJH,Male,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,60.94,679.95,No
8464-QQII,Female,0,Yes,Yes,3,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),84.7,261.21,No
4477-OBMX,Female,1,No,Yes,30,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,41.91,1281.12,Yes
7146-CRYO,Male,0,Yes,No,37,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.74,3506.62,No
6757-NINO,Male,0,No,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,76.71,2770.19,No
3152-VMYH,Female,0,No,Yes,13,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),66.58,848.47,No
7621-RZZC,Female,0,Yes,No,72,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),87.86,6325.09,Yes
7025-VJWC,Female,0,Yes,No,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Electronic check,73.76,1649.46,No
