customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Predicted_Churn_Risk,Predicted_Churn_Class,Customer_Segment
7590-HNHO,Female,0,No,No,37,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,71.4,2595.29,No,0.2829,No,Low/Mid Value (Needs Nurturing)
3525-UNFT,Male,0,Yes,No,71,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),58.16,4124.08,No,0.2638,No,High Value (VIP)
5860-VYFB,Male,1,No,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),95.33,4118.98,No,0.4104,No,High Value (VIP)
8069-MCKV,Male,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),45.01,1621.01,No,0.2572,No,Low/Mid Value (Needs Nurturing)
5246-TQAU,Male,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),108.25,2633.06,Yes,0.4188,No,New/At Risk (Monitor)
6564-DGGX,Female,0,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.44,3627.85,No,0.5034,Yes,High Value (VIP)
2752-HURY,Male,0,No,No,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),79.57,913.22,No,0.3949,No,New/At Risk (Monitor)
1662-BISR,Female,0,No,No,55,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,70.82,3855.86,Yes,0.3862,No,High Value (VIP)
4677-WFCU,Male,0,No,Yes,50,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,39.63,1957.97,Yes,0.3326,No,Low/Mid Value (Needs Nurturing)
2371-FEDF,Female,1,No,No,49,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,80.25,3974.51,Yes,0.5512,Yes,High Value (VIP)
2249-LXJQ,Female,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,91.1,4633.26,No,0.4052,No,High Value (VIP)
2845-WLRE,Female,0,No,No,32,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),19.42,621.27,No,0.2687,No,Low/Mid Value (Needs Nurturing)
8134-RNRP,Female,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),55.08,1277.46,No,0.5856,Yes,New/At Risk (Monitor)
7577-JADY,Male,0,No,No,57,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),101.91,5831.72,No,0.397,No,High Value (VIP)
2797-QKIR,Male,0,Yes,Yes,39,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,81.79,3175.39,No,0.5691,Yes,High Value (VIP)
9802-BMJJ,Female,0,Yes,Yes,37,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.08,2938.09,Yes,0.457,No,High Value (VIP)
3188-VABZ,Male,1,Yes,No,2,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,41.23,60.44,No,0.5351,Yes,New/At Risk (Monitor)
7361-FSQP,Male,0,Yes,No,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),81.77,1197.66,Yes,0.4242,No,New/At Risk (Monitor)
8245-UQPH,Female,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,97.26,110.62,Yes,0.5636,Yes,New/At Risk (Monitor)
6139-QKYX,Male,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),58.63,1297.36,Yes,0.6123,Yes,New/At Risk (Monitor)
7352-UMJM,Male,0,Yes,No,29,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),36.55,1033.73,Yes,0.621,Yes,Low/Mid Value (Needs Nurturing)
6092-YXDT,Male,0,No,No,9,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),26.02,265.55,No,0.48,No,New/At Risk (Monitor)
8132-XEGJ,Female,0,No,No,64,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,69.07,4412.71,Yes,0.4762,No,High Value (VIP)
3953-DTEW,Male,0,Yes,No,21,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),86.98,1786.5,No,0.3367,No,New/At Risk (Monitor)
8145-ZEFC,Female,0,No,Yes,51,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),34.6,1790.27,No,0.2816,No,Low/Mid Value (Needs Nurturing)
4167-FAJW,Male,1,No,No,55,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),60.61,3309.08,No,0.3997,No,Low/Mid Value (Needs Nurturing)
2047-BJFT,Male,0,No,No,32,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,75.4,2381.35,No,0.5849,Yes,New/At Risk (Monitor)
5144-RGZD,Male,0,Yes,No,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.91,991.61,Yes,0.3978,No,Low/Mid Value (Needs Nurturing)
5610-XPQS,Female,0,No,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,45.37,1034.05,No,0.277,No,New/At Risk (Monitor)
2833-CPTO,Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,79.4,290.01,Yes,0.2941,No,New/At Risk (Monitor)
3513-YNST,Male,0,Yes,No,52,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,91.11,4732.67,No,0.512,Yes,High Value (VIP)
5549-SWQD,Female,0,Yes,Yes,54,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),82.17,4477.45,No,0.3423,No,High Value (VIP)
3635-QWGD,Male,0,No,No,22,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),89.97,2025.22,No,0.3589,No,New/At Risk (Monitor)
1326-BHNN,Female,0,No,No,9,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,76.69,643.56,Yes,0.4888,No,New/At Risk (Monitor)
7714-AXWX,Female,0,No,No,32,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),102.25,3256.88,Yes,0.5774,Yes,High Value (VIP)
3754-WABA,Male,0,Yes,Yes,61,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.34,6138.69,Yes,0.5048,Yes,High Value (VIP)
6698-GXFR,Male,0,No,Yes,26,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),98.27,2587.69,No,0.3866,No,New/At Risk (Monitor)
6515-GRMG,Male,0,Yes,No,6,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,76.08,467.14,No,0.5521,Yes,New/At Risk (Monitor)
2578-AKUB,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),118.16,3103.92,No,0.4051,No,High Value (VIP)
6351-ZFIH,Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.18,231.69,No,0.3254,No,New/At Risk (Monitor)
9674-HRWA,Female,0,No,Yes,56,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),37.91,2140.88,No,0.3397,No,Low/Mid Value (Needs Nurturing)
6820-RWFN,Female,0,No,No,29,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,99.54,2855.11,No,0.3828,No,New/At Risk (Monitor)
3800-VYSY,Male,0,No,Yes,2,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,101.29,167.13,No,0.3185,No,New/At Risk (Monitor)
2023-BOMR,Male,0,Yes,No,28,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,100.53,2808.85,No,0.3369,No,New/At Risk (Monitor)
8081-FOYN,Female,0,Yes,No,13,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),105.96,1422.53,No,0.5048,Yes,New/At Risk (Monitor)
4998-HFRG,Male,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,60.72,1450.59,Yes,0.3998,No,New/At Risk (Monitor)
9218-TMVZ,Female,0,Yes,No,9,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,111.9,992.21,No,0.3886,No,New/At Risk (Monitor)
4339-GPNX,Female,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),39.27,1860.41,Yes,0.5328,Yes,Low/Mid Value (Needs Nurturing)
2364-QKUD,Female,0,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,112.41,4124.3,No,0.423,No,High Value (VIP)
9885-ZYYM,Female,0,No,No,70,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),74.2,5213.8,Yes,0.458,No,High Value (VIP)
3900-MODH,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),34.72,410.07,Yes,0.2843,No,New/At Risk (Monitor)
8111-RJYD,Male,0,No,No,29,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,92.23,2718.0,Yes,0.3725,No,New/At Risk (Monitor)
1013-CGEV,Male,0,Yes,No,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),47.99,1896.73,No,0.2444,No,Low/Mid Value (Needs Nurturing)
9287-ZFGH,Male,0,No,No,11,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,40.41,441.9,No,0.4453,No,New/At Risk (Monitor)
3496-DVRQ,Female,0,Yes,Yes,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,35.54,441.62,No,0.6343,Yes,New/At Risk (Monitor)
4666-LFOX,Female,0,Yes,No,0,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,21.21, ,No,0.6579,Yes,New/At Risk (Monitor)
2037-QPKW,Female,0,No,No,67,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,6339.82,No,0.4533,No,High Value (VIP)
1324-MPPM,Female,1,No,No,48,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),67.14,3196.58,No,0.2543,No,Low/Mid Value (Needs Nurturing)
2556-UBNY,Male,0,No,Yes,17,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),116.61,1988.41,No,0.3708,No,New/At Risk (Monitor)
7065-SFAU,Male,0,Yes,Yes,35,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,62.4,2184.73,Yes,0.6666,Yes,Low/Mid Value (Needs Nurturing)
9818-QDUI,Female,0,Yes,Yes,63,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,103.01,6537.34,No,0.4498,No,High Value (VIP)
5052-YCTE,Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,115.54,3164.14,No,0.3903,No,High Value (VIP)
8652-TOND,Female,0,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.51,661.46,No,0.3044,No,Low/Mid Value (Needs Nurturing)
8547-QWDL,Male,0,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.83,2014.06,Yes,0.3888,No,Low/Mid Value (Needs Nurturing)
7864-SRUH,Male,0,No,No,24,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),53.21,1275.3,Yes,0.4512,No,New/At Risk (Monitor)
9864-WJLV,Male,1,No,Yes,46,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,105.7,4861.29,Yes,0.4679,No,High Value (VIP)
9150-FXVA,Female,0,No,No,19,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,102.46,1916.72,Yes,0.5345,Yes,New/At Risk (Monitor)
3468-WMML,Female,0,No,No,32,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),55.11,1805.61,Yes,0.4114,No,Low/Mid Value (Needs Nurturing)
7541-RMYF,Male,0,No,No,29,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,38.34,1064.74,Yes,0.4246,No,Low/Mid Value (Needs Nurturing)
6798-SDEK,Female,0,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,98.88,3553.93,No,0.2662,No,High Value (VIP)
8343-GJTQ,Male,0,Yes,No,52,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),78.24,4030.21,No,0.2766,No,High Value (VIP)
3662-KKHT,Female,0,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,21.43,1502.7,Yes,0.4072,No,Low/Mid Value (Needs Nurturing)
5470-VNUU,Male,1,No,Yes,7,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),99.07,697.03,Yes,0.5844,Yes,New/At Risk (Monitor)
1147-YOXJ,Female,0,Yes,No,0,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),114.42, ,No,0.2768,No,New/At Risk (Monitor)
3236-STAO,Male,0,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.48,111.65,No,0.3686,No,New/At Risk (Monitor)
5392-UPEY,Male,1,No,No,61,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,46.98,2869.26,Yes,0.5651,Yes,Low/Mid Value (Needs Nurturing)
7750-NSJC,Male,0,No,Yes,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),100.61,5715.63,Yes,0.4195,No,High Value (VIP)
8174-STMP,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),77.01,5589.64,No,0.3907,No,High Value (VIP)
1353-RARZ,Male,0,No,No,7,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,117.68,788.28,Yes,0.4883,No,New/At Risk (Monitor)
8492-JVVP,Male,0,Yes,No,63,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,110.26,6973.84,Yes,0.4813,No,High Value (VIP)
5176-RLVT,Female,0,No,No,7,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,36.17,298.77,Yes,0.3724,No,New/At Risk (Monitor)
5656-MICQ,Female,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,85.99,148.65,Yes,0.5376,Yes,New/At Risk (Monitor)
4170-ZTZQ,Female,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,83.91,4817.32,No,0.2325,No,High Value (VIP)
5952-DNOH,Male,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,29.39,934.07,Yes,0.482,No,Low/Mid Value (Needs Nurturing)
5734-OQUK,Male,0,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Mailed check,27.25,1831.87,No,0.4315,No,Low/Mid Value (Needs Nurturing)
4379-MXSR,Female,0,Yes,No,48,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),75.48,3591.99,No,0.5721,Yes,High Value (VIP)
9736-DMJY,Male,1,No,No,37,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,58.75,2171.63,No,0.4395,No,Low/Mid Value (Needs Nurturing)
9744-AIJK,Male,0,Yes,No,1,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,73.07,78.42,Yes,0.5352,Yes,New/At Risk (Monitor)
1161-ZTFV,Male,0,Yes,Yes,8,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,42.25,364.69,No,0.3999,No,New/At Risk (Monitor)
9433-ZMAK,Male,0,Yes,Yes,45,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,74.19,3302.03,Yes,0.411,No,High Value (VIP)
3800-DBFM,Male,0,Yes,Yes,64,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),56.78,3631.83,No,0.5967,Yes,Low/Mid Value (Needs Nurturing)
3286-OBMM,Female,0,No,No,48,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,107.45,5136.66,No,0.3465,No,High Value (VIP)
5749-RTBA,Female,0,No,No,28,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,49.01,1403.9,No,0.4414,No,Low/Mid Value (Needs Nurturing)
9918-FIRI,Female,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,105.77,2962.4,Yes,0.2642,No,High Value (VIP)
6874-QDYH,Female,0,Yes,No,32,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),57.44,1853.6,No,0.4522,No,Low/Mid Value (Needs Nurturing)
1008-RRSR,Female,0,No,No,27,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),76.36,2086.82,Yes,0.3268,No,New/At Risk (Monitor)
4112-VZBK,Male,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,47.03,1180.74,No,0.6627,Yes,New/At Risk (Monitor)
8904-JVRR,Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),99.56,2750.11,Yes,0.5331,Yes,New/At Risk (Monitor)
4882-TTXP,Male,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,103.04,995.71,No,0.3048,No,New/At Risk (Monitor)
5291-XDRL,Male,0,No,No,33,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),99.56,3242.06,No,0.4107,No,High Value (VIP)
7815-HAEO,Female,0,Yes,No,47,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Mailed check,82.55,3898.88,No,0.2928,No,High Value (VIP)
7071-ABAG,Female,1,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),48.88,1287.42,No,0.2517,No,New/At Risk (Monitor)
1752-VLXM,Female,0,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,82.22,5822.84,Yes,0.239,No,High Value (VIP)
7607-DSYT,Male,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,114.68,4476.51,No,0.2659,No,High Value (VIP)
6830-UGAL,Female,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,83.41,2534.76,Yes,0.2774,No,New/At Risk (Monitor)
7347-JDRI,Male,0,No,No,64,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),114.37,7352.91,Yes,0.4027,No,High Value (VIP)
4138-ORVJ,Female,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),48.86,1821.55,Yes,0.2475,No,Low/Mid Value (Needs Nurturing)
8077-OSBQ,Female,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,103.27,2395.39,No,0.2854,No,New/At Risk (Monitor)
8861-XAUD,Male,0,Yes,Yes,67,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),90.46,6039.15,No,0.354,No,High Value (VIP)
9696-PFNU,Male,0,Yes,Yes,22,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),100.58,2228.51,No,0.6137,Yes,New/At Risk (Monitor)
1572-ADUY,Female,1,No,No,60,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,89.68,5335.8,No,0.3302,No,High Value (VIP)
4343-NLWD,Female,1,No,No,26,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,66.53,1744.16,No,0.2587,No,New/At Risk (Monitor)
1779-HIJJ,Male,0,No,Yes,15,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.25,1281.2,No,0.5255,Yes,New/At Risk (Monitor)
5129-ETTB,Female,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),111.93,4959.98,No,0.2302,No,High Value (VIP)
7445-PIVK,Female,0,Yes,Yes,26,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,60.21,1554.69,Yes,0.6427,Yes,New/At Risk (Monitor)
7913-RMLF,Male,1,Yes,No,72,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,113.9,8154.95,Yes,0.5624,Yes,High Value (VIP)
5929-BMEZ,Female,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),23.21,94.03,No,0.6621,Yes,New/At Risk (Monitor)
3065-DKLT,Male,0,Yes,No,58,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),19.67,1101.69,No,0.4047,No,Low/Mid Value (Needs Nurturing)
8146-PEKN,Female,1,No,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,67.88,4780.09,Yes,0.4684,No,High Value (VIP)
3920-FFDT,Male,0,No,Yes,34,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),103.53,3480.17,Yes,0.4015,No,High Value (VIP)
1129-KHGU,Female,0,Yes,No,69,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),43.16,2931.4,Yes,0.4381,No,Low/Mid Value (Needs Nurturing)
5831-OZAI,Male,0,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),87.94,3909.34,No,0.2722,No,High Value (VIP)
9174-JPMJ,Female,1,Yes,Yes,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,73.21,4047.69,No,0.3653,No,High Value (VIP)
9866-JVZK,Male,0,Yes,Yes,23,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,47.47,1091.45,Yes,0.3793,No,New/At Risk (Monitor)
7100-THTN,Female,0,No,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),46.97,438.31,Yes,0.4908,No,New/At Risk (Monitor)
6345-FDHR,Female,0,Yes,No,37,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Mailed check,25.61,996.87,Yes,0.4712,No,Low/Mid Value (Needs Nurturing)
4690-KAPC,Female,0,No,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),72.14,4974.61,No,0.3223,No,High Value (VIP)
3247-JKXL,Female,0,No,No,47,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.49,2981.64,Yes,0.4099,No,Low/Mid Value (Needs Nurturing)
4574-DFWT,Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,47.34,379.76,No,0.4494,No,New/At Risk (Monitor)
1923-AXHM,Female,1,Yes,No,49,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,115.78,5660.58,Yes,0.441,No,High Value (VIP)
3092-VFCC,Female,0,No,No,68,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.51,6796.48,No,0.4571,No,High Value (VIP)
8738-HYUE,Female,1,No,No,47,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,71.01,3356.16,No,0.2807,No,High Value (VIP)
8590-PFNY,Female,0,Yes,No,38,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,70.68,2708.66,Yes,0.5107,Yes,Low/Mid Value (Needs Nurturing)
5435-RURX,Male,0,No,Yes,4,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),37.71,113.68,No,0.5313,Yes,New/At Risk (Monitor)
5036-TLRK,Male,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),83.49,834.86,Yes,0.5905,Yes,New/At Risk (Monitor)
6263-RKFF,Female,0,Yes,No,59,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),114.09,6705.51,Yes,0.3851,No,High Value (VIP)
